,y,y_pred_quad,sd_quad,_source_quad,y_pred_hetero,sd_hetero,_source_hetero,sd_const_loo,sd_hetero_loo,nll_const_loo,nll_hetero_loo,_source_loocv
11,199.67161381695195,199.26781345441887,29.921787386187194,quadratic_ls,199.26781345441887,16.7554919017536,heteroscedastic_mle,30.24521428011696,16.932118728697343,4.328373996447378,3.7484619546811273,loocv_const_vs_hetero
12,119.25245642741469,118.54755074602375,29.921787386187194,quadratic_ls,118.54755074602375,12.10777238069976,heteroscedastic_mle,30.24509011519049,12.2891861028241,4.328565323373668,3.4294325261586227,loocv_const_vs_hetero
13,597.2344953290244,561.8943656716025,29.921787386187194,quadratic_ls,561.8943656716025,44.40542032395036,heteroscedastic_mle,29.770731040893942,44.813141467102156,5.087744162140522,5.063598000371477,loocv_const_vs_hetero
14,309.37663661604034,300.0657035114803,29.921787386187194,quadratic_ls,300.0657035114803,23.187296559790884,heteroscedastic_mle,30.212697569437843,23.400810594725716,4.379066043716599,4.158164863950834,loocv_const_vs_hetero
15,13.850106099550052,17.339907375232738,29.921787386187194,quadratic_ls,17.339907375232738,6.322347740919998,heteroscedastic_mle,30.240422782813,6.483395531978498,4.33630264628135,2.966243220557731,loocv_const_vs_hetero
16,35.28559025661206,25.598881814060835,29.921787386187194,quadratic_ls,25.598881814060835,6.857275730384374,heteroscedastic_mle,30.208751581068945,6.575508505452691,4.3873087564918185,4.073688090865689,loocv_const_vs_hetero
17,342.3482751576668,328.40230529897485,29.921787386187194,quadratic_ls,328.40230529897485,25.149152256143047,heteroscedastic_mle,30.172264873451685,25.35682832492117,4.442132669716963,4.316612211021933,loocv_const_vs_hetero
18,639.0895463395176,600.2697811334302,29.921787386187194,quadratic_ls,600.2697811334302,48.16252182937227,heteroscedastic_mle,29.66572558329633,48.60514482325775,5.270686801085115,5.160937825684483,loocv_const_vs_hetero
19,128.56013035842045,136.84533885918506,29.921787386187194,quadratic_ls,136.84533885918506,13.132199793096017,heteroscedastic_mle,30.219598584879197,13.239440482397146,4.368110595307617,3.7140890501758395,loocv_const_vs_hetero
20,257.0007765378474,222.58500840474676,29.921787386187194,quadratic_ls,222.58500840474676,18.173158560213515,heteroscedastic_mle,29.796353513209233,17.651024274272498,5.044280695677794,5.872677007126611,loocv_const_vs_hetero
21,693.8169086805057,766.3199600736575,29.921787386187194,quadratic_ls,766.3199600736575,66.65030685301328,heteroscedastic_mle,27.931265658705648,64.27390635669362,8.924077898467779,5.965029707624645,loocv_const_vs_hetero
22,461.4417783821748,454.29722954186934,29.921787386187194,quadratic_ls,454.29722954186934,34.802968185582905,heteroscedastic_mle,30.226236962006226,35.42821432922127,4.3577193041946405,4.508335226682568,loocv_const_vs_hetero
23,63.91423520822764,71.18329666228973,29.921787386187194,quadratic_ls,71.18329666228973,9.489526591340372,heteroscedastic_mle,30.225535099016124,9.572569501461368,4.358856755820593,3.489211464110902,loocv_const_vs_hetero
24,46.84298165071614,45.881385819592,29.921787386187194,quadratic_ls,45.881385819592,8.066740381816901,heteroscedastic_mle,30.2449261293841,8.287853223712613,4.328825844301577,3.041172256227125,loocv_const_vs_hetero
25,395.7969602923961,388.84006400183875,29.921787386187194,quadratic_ls,388.84006400183875,29.584880359145057,heteroscedastic_mle,30.22719249026154,29.996841843304054,4.356290552391763,4.349081813960113,loocv_const_vs_hetero
26,700.0194122271802,680.7851671849605,29.921787386187194,quadratic_ls,680.7851671849605,56.657275426397,heteroscedastic_mle,30.098710040406058,58.488651181608894,4.570349382050354,5.053163152986057,loocv_const_vs_hetero
27,197.67856109076823,177.20547021338263,29.921787386187194,quadratic_ls,177.20547021338263,15.448415746746889,heteroscedastic_mle,30.08754022009805,15.293281821465246,4.575578364414412,4.62377552432735,loocv_const_vs_hetero
28,87.59099670198596,101.5046143421541,29.921787386187194,quadratic_ls,101.5046143421541,11.163259342117748,heteroscedastic_mle,30.173019241893645,11.05199195986063,4.440294737332123,4.1742823155187825,loocv_const_vs_hetero
29,521.2727644417814,524.7738019190665,29.921787386187194,quadratic_ls,524.7738019190665,40.94140587431121,heteroscedastic_mle,30.24068398393973,41.910866605641154,4.3354069065692045,4.658273971733952,loocv_const_vs_hetero
30,299.30006655007776,272.98395343327746,29.921787386187194,quadratic_ls,272.98395343327746,21.378482911699773,heteroscedastic_mle,29.983723433259826,21.252261793451193,4.741288638470138,4.814783953160109,loocv_const_vs_hetero
31,9.800765467951557,10.335784645696286,29.921787386187194,quadratic_ls,10.335784645696286,5.8291488528018744,heteroscedastic_mle,30.245157764230232,6.080838199720388,4.328479814167147,2.729157140107318,loocv_const_vs_hetero
32,11.284677426588583,13.680989546803056,29.921787386187194,quadratic_ls,13.680989546803056,6.07074180648447,heteroscedastic_mle,30.242952937866946,6.275299363052775,4.332177791422026,2.847908809055848,loocv_const_vs_hetero
33,300.33358226694264,286.36797200871746,29.921787386187194,quadratic_ls,286.36797200871746,22.26452836401445,heteroscedastic_mle,30.17188385351422,22.406075910016646,4.443008030226745,4.240716878788491,loocv_const_vs_hetero
34,465.5394808159848,543.1772273316731,29.921787386187194,quadratic_ls,543.1772273316731,42.63824968853953,heteroscedastic_mle,27.889469994866772,39.75159245137428,8.479812271333468,6.685029430415257,loocv_const_vs_hetero
35,102.50704646186418,109.86922608042745,29.921787386187194,quadratic_ls,109.86922608042745,11.625928055044975,heteroscedastic_mle,30.225053037041462,11.73709424058699,4.359561421090577,3.5935813278059765,loocv_const_vs_hetero
36,147.86100567310427,188.07978537023928,29.921787386187194,quadratic_ls,188.07978537023928,16.088685618767624,heteroscedastic_mle,29.631432399851267,15.120432122404901,5.314134042680467,7.499813466498276,loocv_const_vs_hetero
37,812.4914715787856,701.6982960161505,29.921787386187194,quadratic_ls,701.6982960161505,59.00547391360709,heteroscedastic_mle,24.845412993983192,49.52347556241316,16.487928136571792,7.931377051742931,loocv_const_vs_hetero
38,339.0858712042066,404.73378599586204,29.921787386187194,quadratic_ls,404.73378599586204,30.81104541527953,heteroscedastic_mle,28.59158254433579,28.949798370585537,7.115046204211748,7.057575686983894,loocv_const_vs_hetero
39,53.1041139096436,51.73629413928206,29.921787386187194,quadratic_ls,51.73629413928206,8.401071805605653,heteroscedastic_mle,30.244571514467143,8.615194440546519,4.32937652177422,3.08628497108282,loocv_const_vs_hetero
40,69.14456997334048,78.29305669127146,29.921787386187194,quadratic_ls,78.29305669127146,9.882826336490899,heteroscedastic_mle,30.214037790506254,9.908665921792435,4.376637146010845,3.6715922656510953,loocv_const_vs_hetero
41,469.12722434418464,471.4458032451842,29.921787386187194,quadratic_ls,471.4458032451842,36.245400364482386,heteroscedastic_mle,30.243270359903338,36.95975173596276,4.331377784855515,4.530887643160077,loocv_const_vs_hetero
42,768.5933042904649,788.487940614139,29.921787386187194,quadratic_ls,788.487940614139,69.41267317836983,heteroscedastic_mle,30.073116361840714,72.57141871698894,4.641295662256834,5.258241839143492,loocv_const_vs_hetero
43,242.37700598321328,234.71417527089505,29.921787386187194,quadratic_ls,234.71417527089505,18.926357211538715,heteroscedastic_mle,30.223173744718125,19.083498204994804,4.362779807526659,3.9561325915151433,loocv_const_vs_hetero
44,172.06424481932515,146.4648023067501,29.921787386187194,quadratic_ls,146.4648023067501,13.676472553404594,heteroscedastic_mle,29.999001300134992,13.192154579220405,4.714996802161099,5.5405943305108885,loocv_const_vs_hetero
45,654.6921993171909,619.9280582553286,29.921787386187194,quadratic_ls,619.9280582553286,50.15864960023328,heteroscedastic_mle,29.778126477578784,50.92201483329156,5.0889242903432645,5.114672265343754,loocv_const_vs_hetero
46,323.81042761203906,343.04117558370643,29.921787386187194,quadratic_ls,343.04117558370643,26.191475608934848,heteroscedastic_mle,30.10642818900111,26.33480152626467,4.545307628593662,4.479489278791183,loocv_const_vs_hetero
47,44.202472763075626,30.19893842445926,29.921787386187194,quadratic_ls,30.19893842445926,7.141480086758501,heteroscedastic_mle,30.16960494241388,6.3401185194975875,4.4496570337152885,5.570999027839073,loocv_const_vs_hetero
48,14.680611206518437,21.31253813098533,29.921787386187194,quadratic_ls,21.31253813098533,6.584381650759711,heteroscedastic_mle,30.227971287575443,6.548794882021802,4.356534725105712,3.4124300138651336,loocv_const_vs_hetero
49,309.680966982849,314.0771479415661,29.921787386187194,quadratic_ls,314.0771479415661,24.148309497571926,heteroscedastic_mle,30.238021894890103,24.415237399882752,4.339562978323365,4.131822596090849,loocv_const_vs_hetero
